id,Regdex,Natdex,Pokemon,Type,Type2,NatdexSimp,PokemonImgLink,PokedexEntry
493,--,#493,Arceus,Normal,Normal,493,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/493.png?raw=true,"It is said to have emerged from an egg in a place where there was nothing, then shaped the world."
494,#000,#494,Victini,Psychic,Fire,494,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/494.png?raw=true,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power."
495,#001,#495,Snivy,Grass,Grass,495,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/495.png?raw=true,Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.
496,#002,#496,Servine,Grass,Grass,496,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/496.png?raw=true,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean."
497,#003,#497,Serperior,Grass,Grass,497,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/497.png?raw=true,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
498,#004,#498,Tepig,Fire,Fire,498,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/498.png?raw=true,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp."
499,#005,#499,Pignite,Fire,Fighting,499,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/499.png?raw=true,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
500,#006,#500,Emboar,Fire,Fighting,500,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/500.png?raw=true,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
501,#007,#501,Oshawott,Water,Water,501,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/501.png?raw=true,"This Pokémon from the Unova region uses the shell on its belly as a weapon to cut down its foes. Thus, I've conferred upon this shell the name ”scalchop”."
502,#008,#502,Dewott,Water,Water,502,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/502.png?raw=true,Scalchop techniques differ from one Dewott to another. It never neglects maintaining its scalchops.
503,#009,#503,Samurott,Water,Water,503,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/503.png?raw=true,"Hard of heart and deft of blade, this rare form of Samurott is a product of the Pokémon's evolution in the region of Hisui. Its turbulent blows crash into foes like ceaseless pounding waves."
504,#010,#504,Patrat,Normal,Normal,504,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/504.png?raw=true,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind."
505,#011,#505,Watchog,Normal,Normal,505,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/505.png?raw=true,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
506,#012,#506,Lillipup,Normal,Normal,506,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/506.png?raw=true,"This Pokémon has excellent judgment. If it decides it can’t defeat an opponent, it immediately turns tail and vamooses."
507,#013,#507,Herdier,Normal,Normal,507,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/507.png?raw=true,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
508,#014,#508,Stoutland,Normal,Normal,508,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/508.png?raw=true,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
509,#015,#509,Purrloin,Dark,Dark,509,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/509.png?raw=true,"Its cute act is a ruse. When victims let down their guard, they find their items taken. It attacks with sharp claws."
510,#016,#510,Liepard,Dark,Dark,510,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/510.png?raw=true,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react."
511,#017,#511,Pansage,Grass,Grass,511,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/511.png?raw=true,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.
512,#018,#512,Simisage,Grass,Grass,512,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/512.png?raw=true,It strikes its enemies with a thorn-covered tail. The leaf on its head is bitter.
513,#019,#513,Pansear,Fire,Fire,513,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/513.png?raw=true,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.
514,#020,#514,Simisear,Fire,Fire,514,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/514.png?raw=true,It loves sweets because they become energy for the fire burning inside its body.
515,#021,#515,Panpour,Water,Water,515,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/515.png?raw=true,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516,#022,#516,Simipour,Water,Water,516,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/516.png?raw=true,"The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall."
517,#023,#517,Munna,Psychic,Psychic,517,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/517.png?raw=true,This Pokémon appears before people and Pokémon who are having nightmares and eats those dreams.
518,#024,#518,Musharna,Psychic,Psychic,518,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/518.png?raw=true,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
519,#025,#519,Pidove,Normal,Flying,519,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/519.png?raw=true,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands."
520,#026,#520,Tranquill,Normal,Flying,520,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/520.png?raw=true,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer."
521,#027,#521,Unfezant,Normal,Flying,521,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/521.png?raw=true,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
522,#028,#522,Blitzle,Electric,Electric,522,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/522.png?raw=true,Its mane shines when it discharges electricity. They use their flashing manes to communicate with one another.
523,#029,#523,Zebstrika,Electric,Electric,523,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/523.png?raw=true,"When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions."
524,#030,#524,Roggenrola,Rock,Rock,524,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/524.png?raw=true,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel."
525,#031,#525,Boldore,Rock,Rock,525,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/525.png?raw=true,"If you see its orange crystals start to glow, be wary. It’s about to fire off bursts of energy."
526,#032,#526,Gigalith,Rock,Rock,526,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/526.png?raw=true,"When it fires off energy with all its might, the power creates countless fissures on its body."
527,#033,#527,Woobat,Psychic,Flying,527,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/527.png?raw=true,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.
528,#034,#528,Swoobat,Psychic,Flying,528,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/528.png?raw=true,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while."
529,#035,#529,Drilbur,Ground,Ground,529,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/529.png?raw=true,"By spinning its body, it can dig straight through the ground at a speed of 30 mph."
530,#036,#530,Excadrill,Ground,Steel,530,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/530.png?raw=true,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
531,#037,#531,Audino,Normal,Normal,531,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/531.png?raw=true,"Using the feelers on its ears, it can tell how someone is feeling or when an egg might hatch."
532,#038,#532,Timburr,Fighting,Fighting,532,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/532.png?raw=true,These Pokémon appear at building sites and help out with construction. They always carry squared logs.
533,#039,#533,Gurdurr,Fighting,Fighting,533,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/533.png?raw=true,"It shows off its muscles to Machoke and other Gurdurr. If it fails to measure up to the other Pokémon, it lies low for a little while."
534,#040,#534,Conkeldurr,Fighting,Fighting,534,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/534.png?raw=true,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago."
535,#041,#535,Tympole,Water,Water,535,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/535.png?raw=true,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk."
536,#042,#536,Palpitoad,Water,Ground,536,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/536.png?raw=true,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents."
537,#043,#537,Seismitoad,Water,Ground,537,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/537.png?raw=true,"By putting power into its bumps, it creates vibrations and increases the power of its punches."
538,#044,#538,Throh,Fighting,Fighting,538,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/538.png?raw=true,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger."
539,#045,#539,Sawk,Fighting,Fighting,539,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/539.png?raw=true,"Desiring the strongest karate chop, they seclude themselves in mountains and train without sleeping."
540,#046,#540,Sewaddle,Bug,Grass,540,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/540.png?raw=true,This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth.
541,#047,#541,Swadloon,Bug,Grass,541,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/541.png?raw=true,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
542,#048,#542,Leavanny,Bug,Grass,542,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/542.png?raw=true,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk."
543,#049,#543,Venipede,Bug,Poison,543,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/543.png?raw=true,"Using the feelers on its head and tail, it picks up vibrations in the air to determine its prey’s location and state."
544,#050,#544,Whirlipede,Bug,Poison,544,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/544.png?raw=true,"Storing energy for evolution, it sits. But, when predators approach, it moves to stab them with poison spikes."
545,#051,#545,Scolipede,Bug,Poison,545,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/545.png?raw=true,It clasps its prey with the claws on its neck until it stops moving. Then it finishes it off with deadly poison.
546,#052,#546,Cottonee,Grass,Fairy,546,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/546.png?raw=true,Weaving together the cotton of both Cottonee and Eldegoss produces exquisite cloth that’s highly prized by many luxury brands.
547,#053,#547,Whimsicott,Grass,Fairy,547,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/547.png?raw=true,"They appear along with whirlwinds. They pull pranks, such as moving furniture and leaving balls of cotton in homes."
548,#054,#548,Petilil,Grass,Grass,548,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/548.png?raw=true,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants."
549,#055,#549,Lilligant,Grass,Grass,549,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/549.png?raw=true,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,#056,#550,Basculin,Water,Water,550,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/550.png?raw=true,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile."
551,#057,#551,Sandile,Ground,Dark,551,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/551.png?raw=true,They live hidden under hot desert sands in order to keep their body temperature from dropping.
552,#058,#552,Krokorok,Ground,Dark,552,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/552.png?raw=true,Krokorok has specialized eyes that enable it to see in the dark. This ability lets Krokorok hunt in the dead of night without getting lost.
553,#059,#553,Krookodile,Ground,Dark,553,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/553.png?raw=true,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,#060,#554,Darumaka,Fire,Fire,554,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/554.png?raw=true,"Darumaka’s droppings are hot, so people used to put them in their clothes to keep themselves warm."
555,#061,#555,Darmanitan,Fire,Fire,555,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/555.png?raw=true,"This Pokémon’s power level rises along with the temperature of its fire, which can reach 2,500 degrees Fahrenheit."
556,#062,#556,Maractus,Grass,Grass,556,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/556.png?raw=true,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
557,#063,#557,Dwebble,Bug,Rock,557,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/557.png?raw=true,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
558,#064,#558,Crustle,Bug,Rock,558,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/558.png?raw=true,This highly territorial Pokémon prefers dry climates. It won’t come out of its boulder on rainy days.
559,#065,#559,Scraggy,Dark,Fighting,559,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/559.png?raw=true,It protects itself with its durable skin. It’s thought that this Pokémon will evolve once its skin has completely stretched out.
560,#066,#560,Scrafty,Dark,Fighting,560,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/560.png?raw=true,"It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more respected it is."
561,#067,#561,Sigilyph,Psychic,Flying,561,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/561.png?raw=true,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders."
562,#068,#562,Yamask,Ghost,Ghost,562,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/562.png?raw=true,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,#069,#563,Cofagrigus,Ghost,Ghost,563,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/563.png?raw=true,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.
564,#070,#564,Tirtouga,Water,Rock,564,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/564.png?raw=true,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile."
565,#071,#565,Carracosta,Water,Rock,565,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/565.png?raw=true,"Carracosta eats every last bit of the prey it catches, even the shells and bones, to further strengthen its sturdy shell."
566,#072,#566,Archen,Rock,Flying,566,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/566.png?raw=true,"Revived from a fossil, this Pokémon is thought to be the ancestor of all bird Pokémon."
567,#073,#567,Archeops,Rock,Flying,567,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/567.png?raw=true,"Although apparently able to fly, they tended to run along the ground, averaging speeds of roughly 25 mph."
568,#074,#568,Trubbish,Poison,Poison,568,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/568.png?raw=true,"Wanting more garbage, they follow people who litter. They always belch poison gas."
569,#075,#569,Garbodor,Poison,Poison,569,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/569.png?raw=true,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
570,#076,#570,Zorua,Dark,Dark,570,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/570.png?raw=true,"It changes so it looks just like its foe, tricks it, and then uses that opportunity to flee."
571,#077,#571,Zoroark,Dark,Dark,571,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/571.png?raw=true,Stories say those who tried to catch Zoroark were trapped in an illusion and punished.
572,#078,#572,Minccino,Normal,Normal,572,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/572.png?raw=true,"A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth."
573,#079,#573,Cinccino,Normal,Normal,573,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/573.png?raw=true,"The white parts of its coat are covered in an oil secreted from its body, so this Pokémon can slide right away from its enemies’ attacks."
574,#080,#574,Gothita,Psychic,Psychic,574,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/574.png?raw=true,Their ribbonlike feelers increase their psychic power. They are always staring at something.
575,#081,#575,Gothorita,Psychic,Psychic,575,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/575.png?raw=true,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights."
576,#082,#576,Gothitelle,Psychic,Psychic,576,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/576.png?raw=true,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.
577,#083,#577,Solosis,Psychic,Psychic,577,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/577.png?raw=true,"Because their bodies are enveloped in a special liquid, they are fine in any environment, no matter how severe."
578,#084,#578,Duosion,Psychic,Psychic,578,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/578.png?raw=true,Its psychic power can supposedly cover a range of more than half a mile—but only if its two brains can agree with each other.
579,#085,#579,Reuniclus,Psychic,Psychic,579,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/579.png?raw=true,"They use psychic power to control their arms, which are made of a special liquid. They can crush boulders psychically."
580,#086,#580,Ducklett,Water,Flying,580,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/580.png?raw=true,"When attacked, it uses its feathers to splash water, escaping under cover of the spray."
581,#087,#581,Swanna,Water,Flying,581,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/581.png?raw=true,"Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles."
582,#088,#582,Vanillite,Ice,Ice,582,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/582.png?raw=true,"It exhales cold air that is at –58 degrees Fahrenheit. When it’s in a warm place, it shrinks little by little."
583,#089,#583,Vanillish,Ice,Ice,583,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/583.png?raw=true,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
584,#090,#584,Vanilluxe,Ice,Ice,584,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/584.png?raw=true,"Each of its two heads has a brain, and when they are in agreement, it attacks its enemies by exhaling a violent blizzard."
585,#091,#585,Deerling,Normal,Grass,585,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/585.png?raw=true,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.
586,#092,#586,Sawsbuck,Normal,Grass,586,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/586.png?raw=true,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring."
587,#093,#587,Emolga,Electric,Flying,587,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/587.png?raw=true,It glides on its outstretched membrane while shocking foes with the electricity stored in the pouches on its cheeks.
588,#094,#588,Karrablast,Bug,Bug,588,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/588.png?raw=true,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
589,#095,#589,Escavalier,Bug,Steel,589,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/589.png?raw=true,They use shells they’ve stolen from Shelmet to arm and protect themselves. They’re very popular Pokémon in the Galar region.
590,#096,#590,Foongus,Grass,Poison,590,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/590.png?raw=true,"The spores released from this Pokémon’s hands are highly poisonous, but when thoroughly dried, the spores can be used as stomach medicine."
591,#097,#591,Amoonguss,Grass,Poison,591,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/591.png?raw=true,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
592,#098,#592,Frillish,Water,Ghost,592,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/592.png?raw=true,"It envelops its prey in its veillike arms and draws it down to the deeps, five miles below the ocean’s surface."
593,#099,#593,Jellicent,Water,Ghost,593,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/593.png?raw=true,Its body is mostly seawater. It’s said there’s a castle of ships Jellicent have sunk on the seafloor.
594,#100,#594,Alomomola,Water,Water,594,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/594.png?raw=true,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.
595,#101,#595,Joltik,Bug,Electric,595,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/595.png?raw=true,"Since it can’t generate its own electricity, it sticks onto large-bodied Pokémon and absorbs static electricity."
596,#102,#596,Galvantula,Bug,Electric,596,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/596.png?raw=true,It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis.
597,#103,#597,Ferroseed,Grass,Steel,597,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/597.png?raw=true,Mossy caves are their preferred dwellings. Enzymes contained in mosses help Ferroseed’s spikes grow big and strong.
598,#104,#598,Ferrothorn,Grass,Steel,598,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/598.png?raw=true,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them."
599,#105,#599,Klink,Steel,Steel,599,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/599.png?raw=true,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,#106,#600,Klang,Steel,Steel,600,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/600.png?raw=true,Spinning minigears are rotated at high speed and repeatedly fired away. It is dangerous if the gears don’t return.
601,#107,#601,Klinklang,Steel,Steel,601,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/601.png?raw=true,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.
602,#108,#602,Tynamo,Electric,Electric,602,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/602.png?raw=true,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
603,#109,#603,Eelektrik,Electric,Electric,603,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/603.png?raw=true,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
604,#110,#604,Eelektross,Electric,Electric,604,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/604.png?raw=true,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,#111,#605,Elgyem,Psychic,Psychic,605,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/605.png?raw=true,It controls tremendous psychic power. Most reports of alien sightings are actually just people mistaking Elgyem for an alien.
606,#112,#606,Beheeyem,Psychic,Psychic,606,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/606.png?raw=true,"Apparently, it communicates by flashing its three fingers, but those patterns haven’t been decoded."
607,#113,#607,Litwick,Ghost,Fire,607,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/607.png?raw=true,"While shining a light and pretending to be a guide, it leeches off the life force of any who follow it."
608,#114,#608,Lampent,Ghost,Fire,608,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/608.png?raw=true,It arrives near the moment of death and steals spirit from the body.
609,#115,#609,Chandelure,Ghost,Fire,609,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/609.png?raw=true,The spirits burned up in its ominous flame lose their way and wander this world forever.
610,#116,#610,Axew,Dragon,Dragon,610,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/610.png?raw=true,"They play with each other by knocking their large tusks together. Their tusks break sometimes, but they grow back so quickly that it isn’t a concern."
611,#117,#611,Fraxure,Dragon,Dragon,611,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/611.png?raw=true,Their tusks can shatter rocks. Territory battles between Fraxure can be intensely violent.
612,#118,#612,Haxorus,Dragon,Dragon,612,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/612.png?raw=true,Its resilient tusks are its pride and joy. It licks up dirt to take in the minerals it needs to keep its tusks in top condition.
613,#119,#613,Cubchoo,Ice,Ice,613,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/613.png?raw=true,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases."
614,#120,#614,Beartic,Ice,Ice,614,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/614.png?raw=true,They love the cold seas of the north. They create pathways across the ocean waters by freezing their own breath.
615,#121,#615,Cryogonal,Ice,Ice,615,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/615.png?raw=true,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit."
616,#122,#616,Shelmet,Bug,Bug,616,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/616.png?raw=true,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.
617,#123,#617,Accelgor,Bug,Bug,617,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/617.png?raw=true,"Having removed its heavy shell, it becomes very light and can fight with ninja-like movements."
618,#124,#618,Stunfisk,Ground,Electric,618,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/618.png?raw=true,"When its opponent can’t be paralyzed, it contorts itself with unexpected speed and flops away."
619,#125,#619,Mienfoo,Fighting,Fighting,619,https://github.com/PokeAPI/sprites/blob/master/sprites/pokemon/other/official-artwork/619.png?raw=true,"They can often be seen in packs in the morning, slowly moving their bodies through a series of poses."
